68B7F3B294C5EB5E60BE944E5B08BB04,0
9B2B647CA9534C6930A9091C4A34A6D4,1
E99295E7D3FC45D31E9E8D2BE3D0E519,0
9BB80162E1A94D6A59B763F36983E1FC,0
6D40013AB444FFF2E1BE9656CF5964BB,1
C6AFCB82DFB2437F4002CE64B790AB88,0
F4B8E7EC78BB6BA6EAD3DE77EC05F539,0
46349AF8F59AFDAA511E1E86593AD479,0
6FB19672110E9685D0C39246C432CCA4,0
73BFD70BFFB177A2A780115BEF3CF271,1
545C9688421412665E3348E74AF2A88E,0
A6FE871002F764BF28F3920C4EA3BE71,0
E2408070CBB9029C03EEAF09F9A068C4,0
A911085B5D8189743B7748EA56DB6919,0
B4BD98E2F6CA7B98743F607B562428A2,0
200C7E510CCD79DE5A88FE592A40FE84,0
83EBDA3B72B7F402C6E2C9BE7ACB678D,0
C9A7C9CF25C053C846DB096F3FFD183F,0
B61A8B9B3A2F415B24BB5D680F6DB8D7,0
EC662AA05E2B02A65F29C8228AEF6698,0
DAE508E70362FD369E29C101846D8B64,0
5451315D15DE2D01F972D4BA9E5BECDD,1
09F3B7B0961B1D098B1CD3D9764E2EB8,1
E40D08FECCDA196D42F68E43A8B838B8,0
640E193DA627759B045F3DEA41F30FD8,0
C16691FB95D8113A4EBA9B4D3D93FB19,1
2A87D2A75F4ADDBAD54F8E07E245EEA0,0
93BEDD5CF98D2B539659DC4C093D98C5,0
9117A5A0E693F76643BF698EBE5FC323,0
01F6F5CADF6B2CE016E35898519A32E1,0
2E77C9CE563ED045CB7B199E91374C4D,0
A2E5DD1536411787B081DD23C902F8AC,1
9DCE8C9CDFFC318098C6DFF28F7675DB,0
7BA99C060A4F7890EB02CDC193D25226,0
2FE5AB17C83AFD6464614D4A29B6D3C7,0
2A1FFE909B819F22308B5847772EF5D5,0
DB734A8AB38B6CDD270D5237707515B5,0
1D168D9E67150BF4A23BB0D1B597076C,0
94B200D021C7C152563E39BF5C46F308,0
EAFC4510F02B2EDCE314E03BFCC0ED6A,0
E1602BEE6D8774D892D6C57412B0D93E,1
78073BE5A20A26B57E5C65F3ABE8A0DE,0
78E25C5C11DA27E67B89B0F6B5F1E7AA,0
C05919CD844A9B513B8619C5D73D43F2,1
8CD5AF4D02D04F5195157FACAA657003,0
7E224F9DDB24D1BE315E9FABF408FCA4,0
0C8AEE360F272B8A38361DCFA1CF461A,0
6A31F49706340E66A6202E92FADB932A,0
4CCE30A5517540622DF9D3DE8641EF83,0
5300C9F323ADBCCF50DC1D4E48BF57CD,0
84FE17F306A1C64D2A5E27FC5309BD99,0
1682DDA03FC5B155D3BF344F5D4295DE,0
C9C6F2F73D77E47B3AD49CF7BEC7DAB8,0
32A6AAFD8D82D6C850223127E64479F2,0
35244DA0EC3E6B58E3EF26CFF1D55CE1,0
D0CB28C12CD9AA9B86608896167C781E,1
767CD03E9FEBC7D9A647F3DA8429DF54,1
C737FBFA5FFBE7EC7D871BBC7E88F8BE,0
FA24B6979CC5C8B58CC57ECF90F750CD,0
8DC42919638038BC09EE88788686861B,0
148860C9D0FFC85A377D2EA2A5D12A0C,0
3F67EBB424E6E0B43C6B21FDD10DD076,1
8ED4D65A4E78F3B78C9C1E03830906D5,0
0BFDBC62D5673F7D83F6F5B987A7E8A1,0
EB323313FC399EE00BCA1118A2D45FAB,0
484FF96DF3CAB84EB5264A5EB6ABF1E4,0
DDC2B4B12C3DF6449040781B13377F23,0
6EA1C4776B8699A340ECE756B59FD54B,0
BBA5993D5383727333DA039C9B2483EF,0
63D8684EFB5CC79EBFF50A12A6E8C889,0
64BC05177B3260403EFD874319AC552F,0
BAF47A362259ED0F499B584CA04FF59A,0
969074BFAC9B31B6AE42EAE74AC44E82,0
C1686A3A230E98B5E54355C3AED1720C,0
